DOI,Citation,Location,Site_ID,Biome,Discharge_m3s,CO2_flux_gCm2day,pH,Temperature_C,Internal_Pathway_gCm2day,External_Pathway_gCm2day,Source_Water,Source_Water_Brief,Unit_Conversions_Notes,Source,Biome_Category,Mean_Annual_Precipitation_cm_yr
10.1002/lno.12334,"(Solano et al., 2023)","Manton Creek (34 km2 catchment), near Darwin, Northern Territory, Australia",Manton Creek,"wet-dry tropical savanna headwater stream, closed-canopy vine forest riparian corridor",0.3,1.05,7.5,26.76,1.29,-0.24,Surface-runoff/wet-season monsoonal flow with low groundwater input; authors explicitly assumed low groundwater CO2 inputs and verified absence of significant tributary/groundwater inflows via flow-accumulation analysis along the reach,Surface runoff,"CO2_flux = paper's own study-period median FCO2 (n=572 d, range 0-6.70 gC/m2/d; Results). Internal_Pathway = paper's own study-period median NEP (n=322 d, range 0.84-4.06 gC/m2/d; Results) -- already carbon-referenced by the authors via PQ/RQ-propagated O2-to-C conversion (0.8-1.2 range Monte Carlo), NOT raw O2 flux, so NOT re-run through this pipeline's own RQ=1.0 formula (would double-convert). External_Pathway = CO2_flux - Internal = -0.240 gC/m2/d (BACKCALC) -- negative, reflecting the paper's own headline finding that NEP exceeds local CO2 evasion (median 129%, IQR 120-175% contribution); the paper's own Discussion attributes the shortfall to internally-produced CO2 being exported downstream as dissolved CO2/DIC rather than evading in this reach. Discharge = long-term mean daily runoff 2002-2021 (Methods, Study site), 0.3 m3/s (range 0-2.4) -- not season/year-matched to the exact 2019-2021 metabolism window, paper's own clearest single discharge figure. pH NOT REPORTED: only a qualitative mention ('high pH values during the dry season', Discussion, referencing Supporting Information Fig. S10) -- no numeric table or summary value given anywhere in the accessible text. Temperature_C NOT REPORTED: water temperature was continuously logged (Fig. 1a) but no numeric mean/median is stated in the accessible text, only correlation coefficients with other variables. Temperature_C=26.76: mean of user-supplied 'solano temp.csv' (continuous hourly logger, n=20337 valid readings, range 18.09-36.32C, Dec 2018-Mar 2021), replacing the earlier NOT REPORTED.","Results 'Stream metabolism estimates' + 'Contribution of NEP to CO2 evasion' + Methods 'Study site', Solano et al. 2023",Tropical,153.2
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_1,boreal ombrotrophic peatland headwater stream,0,NOT REPORTED,5.371,12.63,NOT REPORTED,NOT REPORTED,"Ombrotrophic (rain-fed) peat porewater seepage; dome-shaped bog fed only by rain/snow, porewater seepage supplies ~81% of in-stream CO2 overall",Wetland seepage,"Taillardart Supplement.csv site averages (n=7). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=5171 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = NA gC/m2/d (porewater), Internal = 0.17 x CO2_flux = NA gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_2,boreal ombrotrophic peatland headwater stream,0.0092,3.46,5.371,13.49,0.588,2.803,"Ombrotrophic (rain-fed) peat porewater seepage; dome-shaped bog fed only by rain/snow, porewater seepage supplies ~81% of in-stream CO2 overall",Wetland seepage,"Taillardart Supplement.csv site averages (n=7). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=5183 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = 2.803 gC/m2/d (porewater), Internal = 0.17 x CO2_flux = 0.588 gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_3,boreal ombrotrophic peatland headwater stream,0.0098,NOT REPORTED,5.371,12.7,NOT REPORTED,NOT REPORTED,"Ombrotrophic (rain-fed) peat porewater seepage; dome-shaped bog fed only by rain/snow, porewater seepage supplies ~81% of in-stream CO2 overall",Wetland seepage,"Taillardart Supplement.csv site averages (n=7). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=11381 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = NA gC/m2/d (porewater), Internal = 0.17 x CO2_flux = NA gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_4,boreal ombrotrophic peatland headwater stream,0.0107,8.013,5.371,12.28,1.362,6.491,"Ombrotrophic (rain-fed) peat porewater seepage; dome-shaped bog fed only by rain/snow, porewater seepage supplies ~81% of in-stream CO2 overall",Wetland seepage,"Taillardart Supplement.csv site averages (n=7). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=11436 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = 6.491 gC/m2/d (porewater), Internal = 0.17 x CO2_flux = 1.362 gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_5,boreal ombrotrophic peatland headwater stream,0.0188,10.927,5.371,13.73,1.858,8.851,Groundwater/mineral-water influenced (minerotrophic transition zone); elevated radioisotopes (222Rn/223Ra/224Ra) indicate groundwater or mineral-rock contact where the stream crosses a rocky outcrop and sandy soils,Mixed,"Taillardart Supplement.csv site averages (n=7). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=9225 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = 8.851 gC/m2/d (porewater), Internal = 0.17 x CO2_flux = 1.858 gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_6,boreal peatland headwater stream transitioning to minerotrophic conditions,0.0209,10.669,5.371,15.55,1.814,8.642,Groundwater/mineral-water influenced (minerotrophic transition zone); elevated radioisotopes (222Rn/223Ra/224Ra) indicate groundwater or mineral-rock contact where the stream crosses a rocky outcrop and sandy soils,Mixed,"Taillardart Supplement.csv site averages (n=7). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=4473 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = 8.642 gC/m2/d (porewater), Internal = 0.17 x CO2_flux = 1.814 gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_outlet,boreal ombrotrophic peatland headwater stream,0.0235,5.027,5.371,13.22,0.855,4.072,Reverts to peat-porewater dominance; isotopic signature shifts back toward the peat-porewater endmember at the outlet after the mid-reach minerotrophic section,Wetland seepage,"Taillardart Supplement.csv site averages (n=8). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=8152 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = 4.072 gC/m2/d (porewater), Internal = 0.17 x CO2_flux = 0.855 gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",P_start,boreal ombrotrophic peatland headwater stream,0,NOT REPORTED,5.371,12.48,NOT REPORTED,NOT REPORTED,"Ombrotrophic (rain-fed) peat porewater seepage; dome-shaped bog fed only by rain/snow, porewater seepage supplies ~81% of in-stream CO2 overall",Wetland seepage,"Taillardart Supplement.csv site averages (n=7). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=5183 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = NA gC/m2/d (porewater), Internal = 0.17 x CO2_flux = NA gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%.",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1029/2022JG006855,"(Taillardat et al., 2022)","La Romaine watershed, boreal Eastern Canada (Quebec); first-order stream draining an ombrotrophic peatland at 50°31′N, 63°12′W",PW,boreal ombrotrophic peatland headwater stream,NOT REPORTED,NOT REPORTED,5.371,15.25,NOT REPORTED,NOT REPORTED,Peat porewater endmember; directly-sampled hummock/depression porewater at 30/70/100 cm depth,Wetland seepage,"Taillardart Supplement.csv site averages (n=14). Q_m3s from Q_m3s1 col. CO2_flux from measuredmean_CO2_flux_mmolm2h1 x24 (h/d) x12/1000 (mmol->gC). pCO2 mean=49822 ppm. Temperature_C = mean of water_temp_C col. pH = 5.371, reach-wide mean from Taillardart pH.csv (continuous 3-hourly logger, n=440, Jun-Aug 2020) -- this file has no site identifier (single fixed monitoring point), so per explicit user instruction the same mean pH is applied to every site rather than attributed to one station. No per-site GPP/ER in supplement, so External/Internal applies the paper's own reach-level partition directly to this site's CO2_flux (per explicit user instruction): External = 0.81 x CO2_flux = NA gC/m2/d (porewater), Internal = 0.17 x CO2_flux = NA gC/m2/d (metabolism); the remaining 2% (CH4 oxidation) is a separate pathway not included in either term, so Internal+External sums to 98% of CO2_flux, not 100%. NEEDS REVIEW: Site_ID 'PW' likely denotes a porewater/endmember sample, not a stream reach -- confirm before treating as a comparable site. FLAG: MISSING",Taillardart Supplement.csv (per-site Q/pCO2/flux table),Boreal,101.1
10.1016/j.scitotenv.2021.146230,"(Wang et al., 2021)","Hailiutu River catchment (2645 km2), Yulin City, Shaanxi Province, semiarid northwest China",Hailiutu River (43 km studied reach),"semiarid, groundwater-fed perennial second-order stream; sand-dune/xeric-shrubland catchment",2.09,1.27,8.5,NOT REPORTED,1.74,3.92,"Groundwater-fed perennial stream with diffuse discharge; largely sustained by continuous groundwater discharge along the entire 43 km studied reach, quantified via radon-222 mass balance",Groundwater-fed,"Discharge = 2.09 m3/s, stream flow rate at the most downstream site during the May 2019 field campaign (Results 3.1) -- the reach-scale carbon budget below was measured during this campaign; longer-term annual mean at the gauging station is 2.41 m3/s (2001-2007, Site description). pH ~8.50 (Methods 2.2, approximate value stated for context on indirect CO2 calculation accuracy). Temperature_C NOT REPORTED: stream temperature was measured in the field (Methods 2.2) but no numeric summary value is given anywhere in the accessible text. CO2_flux = stream CO2 evasion rate FCO2air (Fick's Law, calibrated 222Rn gas-transfer velocity; Results 3.4/Fig. 6b), reach-averaged. Internal_Pathway = net internal CO2 production FCO2m (reach-scale dissolved O2 mass balance, RQ=0.85 per Song et al. 2018; Results 3.3/Fig. 5d) -- independently modeled, NOT recomputed via this pipeline's own RQ=1.0 formula (paper uses its own O2 mass-balance + RQ=0.85, different methodology than the GPP/ER time-series approach used elsewhere in this meta-analysis). External_Pathway = terrestrial CO2 input FCO2gw (222Rn/water mass balance x groundwater CO2 concentration; Results 3.2/Fig. 5c-d) -- also independently modeled. CO2_flux is NOT the residual of Internal+External here (unlike most papers in this pipeline): the paper's own carbon budget (Fig. 6a, Results 3.4) shows carbonate buffering removes 4.12 +/- 1.98 gC/m2/d from the volatile CO2 pool (precipitating calcite, calcite saturation index 1.03 +/- 0.15) before evasion, and a further 1.86 +/- 0.56 gC/m2/d is exported downstream as dissolved CO2 rather than evaded within this reach -- both are why Internal+External (5.66) substantially exceeds the measured local evasion rate (1.27).","Abstract + Results 3.1-3.4 + Fig. 6 (stream carbon budget), Wang et al. 2021",Arid,33
